"P1_DEPARTAMENTO";"Energia";"Gas_red";"Y";"N_hogar";"Jefe_sex";"Jefe_edad";"menores";"Jefe_educ_sec";"Jefe_educ_ter";"avg_edad";"Casa";"Apartamento";"Habitacion";"Casa_Ind";"ln_PERCAPITA"
"68";1;0;"Leña";3;1;34;1;0;0;20.3333333333333;1;0;0;0;12.1190612685405
"68";1;0;"GLP";4;1;28;1;0;0;24.25;1;0;0;0;12.2060726455302
"68";1;0;"Leña";5;1;37;3;0;0;22.8;1;0;0;0;12.1281111040605
"68";1;0;"GLP";4;1;46;2;0;0;28.25;1;0;0;0;12.372645845356
"68";1;0;"GLP";4;1;60;0;0;0;63;1;0;0;0;10.9150884642146
"68";1;0;"GLP";2;2;60;0;0;0;61.5;1;0;0;0;12.6115377536383
"68";1;0;"Leña";2;1;59;0;0;0;55.5;1;0;0;0;12.8992198260901
"68";1;0;"GLP";3;1;31;1;0;1;21.3333333333333;1;0;0;0;12.4157931765122
"68";1;0;"GLP";2;1;56;0;0;0;51;1;0;0;0;10.2807817836776
"68";1;0;"GLP";3;1;42;0;0;0;35.6666666666667;1;0;0;0;12.2060726455302
"68";1;0;"GLP";2;1;77;0;0;0;75;1;0;0;0;11.901583454762
"68";1;0;"Leña";5;1;57;1;0;0;34.2;1;0;0;0;12.733432620415
"68";1;0;"GLP";2;1;75;0;0;0;67.5;1;0;0;0;12.2060726455302
"68";1;0;"GLP";3;1;56;0;0;0;43.6666666666667;1;0;0;0;13.1223633774043
"68";1;0;"Leña";2;2;83;0;0;0;63.5;1;0;0;0;11.9724577943487
"68";1;0;"Leña";2;1;72;0;0;0;70;1;0;0;0;12.0725412529057
"68";1;0;"Leña";4;1;49;1;0;0;31;1;0;0;0;11.8729281990016
"68";1;0;"Leña";1;2;52;0;0;0;52;1;0;0;0;15.1238433776145
"68";1;0;"Leña";5;1;54;2;0;0;38.8;1;0;0;0;12.2209612580239
"68";1;0;"Leña";2;1;78;0;0;0;74;1;0;0;0;12.7464570715377
"68";1;0;"GLP";3;1;62;1;1;0;36;1;0;0;0;14.92150295393
"68";1;0;"GLP";2;1;74;0;0;0;71;1;0;0;0;13.1223633774043
"68";1;0;"GLP";5;2;53;1;0;0;56.2;1;0;0;0;12.4375149996591
"76";1;0;"GLP";3;1;58;0;1;0;67;1;0;0;0;11.9898495370605
"76";1;0;"Energia";8;2;69;0;1;0;77.125;1;0;0;0;12.726229596725
"76";1;0;"GLP";3;1;53;1;0;1;35.6666666666667;1;0;0;0;12.7593189851801
"76";1;0;"GLP";2;1;71;0;0;0;57.5;1;0;0;0;13.3653095560147
"76";1;0;"Energia";1;2;59;0;0;0;59;0;0;1;0;13.0170028617465
"76";1;0;"Energia";1;1;88;0;0;0;88;1;0;0;0;12.5833668766716
"76";1;0;"GLP";4;2;32;2;0;0;19.5;1;0;0;0;12.7293207892947
"76";1;0;"GLP";2;1;48;0;0;0;49;0;0;1;0;12.7742233359154
"76";1;0;"Leña";2;1;67;0;1;0;65;1;0;0;0;12.4587749990859
"76";1;0;"GLP";2;1;49;0;1;0;47;1;0;0;0;13.1223633774043
"76";1;0;"Leña";1;1;53;0;0;0;53;0;0;1;0;12.6760762747759
"76";1;0;"Energia";1;1;56;0;0;0;56;1;0;0;0;13.3046849341983
"76";1;0;"Energia";2;2;37;1;1;0;26;1;0;0;0;12.877740794413
"76";1;0;"GLP";2;1;87;0;0;1;80;1;0;0;0;13.3587521554686
"76";1;0;"GLP";2;1;68;0;0;1;65;1;0;0;0;14.1050658747977
"76";1;0;"GLP";3;1;61;0;0;0;46.6666666666667;1;0;0;0;12.4490188241406
"76";1;0;"GLP";3;1;43;1;0;1;25;1;0;0;0;16.179504279087
"76";1;0;"GLP";3;1;52;1;0;1;37;1;0;0;0;14.2569861035955
"76";1;0;"GLP";1;1;40;0;1;0;40;1;0;0;0;13.7953078506468
"76";1;0;"GLP";2;1;68;0;1;0;60.5;1;0;0;0;13.8970905449567
"76";0;0;"Leña";1;1;69;0;0;0;69;1;0;0;0;13.2267233927286
"76";1;0;"GLP";6;2;58;2;1;0;27;1;0;0;0;11.6497846476874
"76";1;0;"GLP";1;2;70;0;0;0;70;1;0;0;0;13.5113155612049
"76";1;0;"GLP";1;2;70;0;1;0;70;1;0;0;0;13.978620979163
"76";1;0;"GLP";4;2;39;2;0;0;27.25;1;0;0;0;11.9100223234079
"76";1;0;"GLP";4;1;37;2;1;0;22.5;1;0;0;0;12.5335762121686
"76";1;0;"GLP";4;1;26;2;1;0;14;0;1;0;0;13.0631440177444
"76";1;0;"GLP";1;1;70;0;0;0;70;1;0;0;0;13.7101500423064
"76";1;0;"GLP";1;2;84;0;0;0;84;1;0;0;0;12.681271091653
"76";1;0;"GLP";2;1;64;0;0;1;61.5;1;0;0;0;13.4588356140255
"76";1;0;"GLP";7;1;64;3;0;0;27.7142857142857;1;0;0;0;12.3042253184171
"76";1;0;"GLP";2;1;27;0;1;0;26.5;1;0;0;0;13.4904726989687
"76";0;0;"Leña";3;1;43;1;1;0;29.6666666666667;1;0;0;0;12.4490188241406
"76";1;0;"GLP";3;2;31;2;1;0;15.3333333333333;1;0;0;0;12.4811759357751
"76";1;0;"GLP";2;1;69;0;0;0;66;1;0;0;0;12.3051635481744
"76";1;0;"GLP";2;1;52;0;0;0;45;1;0;0;0;12.5245263766487
"76";1;0;"GLP";5;1;43;2;1;0;24;1;0;0;0;12.0396244378925
"76";0;0;"GLP";2;2;26;1;1;0;16.5;1;0;0;0;12.9959494525487
"76";0;0;"Leña";4;1;47;2;1;0;29.5;1;0;0;0;12.9568989376768
"76";1;0;"Leña";5;1;65;1;0;0;36;1;0;0;0;13.1070466732924
"76";1;0;"Leña";1;1;78;0;0;0;78;1;0;0;0;13.7694666194629
"76";1;0;"GLP";5;1;47;3;0;0;24.6;1;0;0;0;12.393070750208
"76";1;1;"Gas";2;2;47;1;1;0;30.5;1;0;0;0;12.4620060196674
"76";1;1;"Gas";3;2;43;2;1;0;24.6666666666667;1;0;0;0;13.5233741351631
"76";1;1;"Gas";2;2;77;0;1;0;52.5;1;0;0;0;10.7327669074207
"76";1;1;"Gas";5;1;42;3;1;0;24.6;1;0;0;0;12.6269735617682
"76";1;1;"Gas";4;1;46;1;1;0;33.5;1;0;0;0;12.9023399534264
"76";1;1;"Gas";2;1;31;0;1;1;51;1;0;0;0;13.5364578122105
"76";1;1;"Gas";3;2;56;1;0;1;51.6666666666667;1;0;0;0;14.1821578347143
"76";1;1;"Gas";3;1;30;1;1;1;18.6666666666667;1;0;0;0;13.4444468765734
"76";1;1;"Gas";5;1;38;3;1;0;19.4;1;0;0;0;14.9047232529845
"76";1;1;"Gas";5;2;22;2;1;0;19.8;0;1;0;0;13.185025138529
"76";1;1;"Gas";5;2;53;2;1;0;35.2;1;0;0;0;13.0472087038036
"76";1;1;"Gas";3;1;61;0;0;0;46.6666666666667;0;1;0;0;11.800607537422
"76";1;1;"Gas";2;1;69;0;0;1;67.5;1;0;0;0;14.796339810976
"76";1;1;"Gas";5;1;58;2;0;0;31.2;0;1;0;0;12.7452913437974
"76";1;1;"Gas";3;1;53;1;0;0;39.3333333333333;0;1;0;0;13.074572713568
"76";1;1;"Energia";4;2;59;1;0;0;31.25;0;1;0;0;12.8815648908514
"76";1;0;"GLP";2;2;75;0;1;0;63.5;1;0;0;0;12.6301141392113
"76";1;1;"Gas";4;1;42;2;1;0;26.5;1;0;0;0;12.8829422285698
"76";1;1;"Gas";4;1;37;2;0;1;22;1;0;0;0;13.6679155924072
"76";1;0;"GLP";4;2;45;1;1;0;40;1;0;0;0;13.1601407417384
"76";1;0;"GLP";2;1;50;0;1;0;48;1;0;0;0;13.1223633774043
"76";1;1;"Gas";3;2;49;0;1;0;39.3333333333333;1;0;0;0;13.7804301507919
"76";1;1;"Gas";3;2;45;0;1;0;41.3333333333333;1;0;0;0;12.8402214853282
"76";1;1;"Gas";3;1;33;1;1;0;22.3333333333333;1;0;0;0;13.6375488166811
"19";1;0;"Leña";3;2;37;2;1;0;20;1;0;0;0;10.4308424782533
"19";1;0;"Leña";2;2;33;1;1;0;23;1;0;0;0;11.5696208086468
"19";1;0;"Leña";2;2;60;0;0;0;49.5;1;0;0;0;11.9183905730784
"19";1;0;"Leña";1;1;31;0;1;0;31;1;0;0;0;12.7656884334656
"19";1;0;"Leña";3;1;72;0;0;0;62.3333333333333;1;0;0;0;11.6157828504099
"19";1;0;"Leña";3;2;41;0;0;0;28.3333333333333;1;0;0;0;10.8197782844103
"19";1;0;"Leña";1;1;56;0;0;0;56;1;0;0;0;13.1223633774043
"19";1;0;"Leña";4;1;42;3;0;0;21;1;0;0;0;11.9457895472665
"19";1;0;"Leña";3;2;33;2;0;0;17;1;0;0;0;11.9618756850181
"19";1;0;"Leña";1;1;49;0;0;0;49;1;0;0;0;10.5096233561064
"19";1;0;"Leña";4;2;52;1;1;0;34.5;1;0;0;0;11.0103986440189
"19";1;0;"Leña";5;1;42;3;1;0;24;1;0;0;0;12.8012394177299
"19";1;0;"Leña";3;2;64;1;0;0;49;1;0;0;0;11.0735588051864
"19";1;0;"Leña";4;2;28;2;1;0;31.75;1;0;0;0;10.9105360723304
"19";1;0;"Leña";1;2;78;0;0;0;78;1;0;0;0;11.5696208086468
"19";1;0;"Leña";3;1;31;1;0;0;20.6666666666667;1;0;0;0;12.5543793397984
"19";1;0;"GLP";1;2;54;0;0;0;54;1;0;0;0;12.2060726455302
"19";1;0;"Leña";1;2;25;0;0;1;25;1;0;0;0;13.8155105579643
"19";1;0;"Leña";4;2;80;1;0;0;54.25;1;0;0;0;11.5945054519627
"19";1;0;"GLP";2;1;65;0;0;0;64;1;0;0;0;12.5245263766487
"19";1;0;"Leña";2;1;64;0;0;0;60;1;0;0;0;11.9183905730784
"19";1;0;"GLP";2;1;81;0;0;0;77;1;0;0;0;13.7321289490252
"19";1;0;"Leña";1;1;61;0;0;0;61;1;0;0;0;12.3013828253345
"19";1;0;"Leña";2;1;67;0;0;0;55;1;0;0;0;11.8130300574206
"19";1;0;"Leña";2;1;30;0;0;0;42;1;0;0;0;12.0725412529057
"19";1;0;"GLP";1;2;57;0;0;0;57;1;0;0;0;12.6115377536383
"19";1;0;"Leña";3;2;61;0;0;0;57;1;0;0;0;11.3306039081763
"19";1;0;"GLP";8;1;64;4;1;0;31.625;1;0;0;0;11.6602673028682
"19";1;0;"Leña";2;1;69;0;0;0;57;1;0;0;0;12.3673407931263
"19";1;0;"Leña";2;1;52;1;0;0;33.5;1;0;0;0;12.5153938930854
